"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Sant Julià  de Vilatorta","Barcelona","15.7 (15:30)","-5.3 (08:40)","5.2","10 (10:50)","5 (10:50)","0","0","0","0","0"
"Les Planes d'Hostoles","Girona","21.1 (14:20)","-5.3 (08:00)","7.9","12 (15:20)","6 (16:30)","0","0","0","0","0"
"Sant Hilari","Girona","17.5 (15:30)","-0.9 (04:40)","8.3","23 (12:30)","12 (12:30)","0","0","0","0","0"
"Girona Aeropuerto","Girona","21.4 (16:00)","-4.9 (08:10)","8.2","24 (19:40)","14 (17:10)","0","0","0","0","0"
"Girona","Girona","21.8 (15:50)","-1.9 (08:20)","9.9","10 (15:40)","6 (15:40)","0","0","0","0","0"
"Porqueres","Girona","21.1 (16:00)","-2.3 (07:40)","9.4","14 (15:10)","9 (15:10)","0","0","0","0","0"
"L'Estartit","Girona","18.3 (16:30)","2.1 (06:00)","10.2","31 (20:50)","17 (14:30)","0","0","0","0","0"
"La Vall de Bianya","Girona","19.8 (15:10)","-6.1 (08:00)","6.8","18 (15:30)","8 (13:40)","0","0","0","0","0"
"Castelló d'Empúries","Girona","20.8 (13:40)","-3.0 (07:40)","8.9","47 (15:00)","29 (14:50)","0","0","0","0","0"
"Maçanet de Cabrenys","Girona","20.4 (13:40)","1.8 (02:10)","11.1","64 (23:10)","22 (23:30)","0","0","0","0","0"
"Espolla","Girona","20.4 (13:30)","2.3 (01:50)","11.3","50 (16:10)","27 (14:20)","0","0","0","0","0"
"Figueres","Girona","21.6 (14:10)","2.9 (04:50)","12.3","36 (15:30)","18 (15:30)","0","0","0","0","0"
"Cabo de Creus","Girona","16.0 (14:50)","12.1 (07:30)","14.1","","54 (09:20)","0","0","0","0","0"
"Baztan, Irurita","Navarra","12.1 (15:00)","-1.2 (23:20)","5.5","21 (16:30)","13 (16:30)","0","0","0","0","0"
"Bera","Navarra","10.0 (13:20)","0.6 (01:30)","5.3","17 (14:00)","10 (14:00)","0","0","0","0","0"
"Irún","Gipuzkoa","10.6 (13:00)","4.6 (22:30)","7.6","20 (13:20)","10 (13:30)","0","0","0","0","0"
"San Sebastián Aeropuerto","Gipuzkoa","10.7 (12:50)","4.0 (22:20)","7.3","22 (13:00)","16 (13:30)","0","0","0","0","0"
"Renteria","Gipuzkoa","10.6 (14:00)","4.2 (23:50)","7.4","22 (14:20)","13 (14:20)","0","0","0","0","0"
"Segura - Lastala","Gipuzkoa","12.4 (15:10)","2.3 (01:40)","7.3","16 (18:50)","7 (17:30)","0","0","0","0","0"
"Beasain","Gipuzkoa","10.7 (15:50)","1.3 (01:50)","6","23 (14:50)","13 (14:20)","0","0","0","0","0"
"Ordizia","Gipuzkoa","10.1 (14:30)","2.6 (06:20)","6.4","28 (16:40)","16 (14:00)","0","0","0","0","0"
"Areso","Navarra","9.2 (15:00)","1.4 (01:30)","5.3","20 (15:30)","8 (15:30)","0","0","0","0","0"
"Legazpia","Gipuzkoa","8.3 (15:50)","-0.2 (02:00)","4.1","","","0","0","0","0","0"
"Zumarraga","Gipuzkoa","7.1 (16:30)","0.9 (00:50)","4","19 (17:00)","12 (12:30)","","","","",""
"Azpeitia","Gipuzkoa","10.1 (14:00)","4.1 (00:30)","7.1","18 (17:20)","6 (16:40)","0","0","0","0","0"
"Zumaia","Gipuzkoa","11.1 (12:10)","6.6 (04:40)","8.9","31 (08:30)","17 (08:10)","0","0","0","0","0"
"Aramaio","Araba/Álava","6.9 (15:30)","0.2 (22:20)","3.6","","","0","0","0","0","0"
"Aretxabaleta","Gipuzkoa","9.4 (15:10)","1.7 (01:20)","5.5","","","0","0","0","0","0"
"Elgeta","Gipuzkoa","","","","","","","","","",""
"Elgoibar","Gipuzkoa","9.8 (14:10)","3.7 (01:50)","6.8","19 (17:00)","12 (16:50)","0","0","0","0","0"
"Mutriku","Gipuzkoa","8.8 (15:10)","5.4 (09:10)","7.1","24 (08:00)","17 (08:00)","0","0","0","0","0"
"Forua","Bizkaia","9.5 (15:10)","4.6 (01:40)","7","24 (14:20)","13 (11:50)","0","0","0","0","0"
"Machichaco","Bizkaia","8.2 (15:00)","5.1 (20:00)","6.6","26 (06:40)","17 (10:00)","0","0","0","0","0"
"Punta Galea","Bizkaia","","","","24 (11:50)","13 (11:50)","0","0","0","0","0"
"Amurrio","Araba/Álava","8.6 (14:50)","0.8 (02:20)","4.7","19 (13:40)","12 (18:40)","0","0","0","0","0"
"Orozko","Bizkaia","10.6 (14:50)","2.9 (20:10)","6.8","12 (19:40)","9 (19:40)","0","0","0","0","0"
"Abadiño","Bizkaia","5.9 (15:20)","0.7 (23:59)","3.3","","","0","0","0","0","0"
"Amorebieta--Etxano","Bizkaia","9.8 (14:10)","3.9 (01:30)","6.9","22 (14:50)","13 (14:50)","0","0","0","0","0"
"Balmaseda","Bizkaia","10.0 (15:30)","-0.5 (02:10)","4.8","","","0","0","0","0","0"
"Güeñes","Bizkaia","9.9 (16:20)","2.0 (04:30)","5.9","17 (14:10)","8 (14:10)","0","0","0","0","0"
"Bilbao Aeropuerto","Bizkaia","9.3 (15:10)","4.3 (00:50)","6.8","26 (12:20)","17 (14:30)","0","0","0","0","0"
"Sopuerta","Bizkaia","10.0 (16:40)","1.4 (23:50)","5.7","24 (17:10)","12 (14:00)","0","0","0","0","0"
"Castro Urdiales","Cantabria","8.8 (15:30)","4.9 (23:50)","6.9","26 (12:10)","18 (12:00)","0","0","0","0","0"
"Ramales de la Victoria","Cantabria","10.9 (14:20)","1.0 (02:30)","5.9","18 (14:30)","10 (14:30)","0","0","0","0","0"
"Barcena de Cicero, Treto","Cantabria","9.2 (14:10)","2.2 (23:59)","5.7","20 (13:10)","13 (14:40)","0","0","0","0","0"
"Soba, Alto Miera","Cantabria","8.4 (16:00)","-2.2 (09:50)","3.1","20 (07:50)","12 (10:10)","0","0","0","0","0"
"Santander Aeropuerto","Cantabria","10.5 (13:40)","1.3 (23:59)","5.9","33 (16:30)","23 (16:30)","0","0","0","0","0"
"Santander","Cantabria","10.1 (13:10)","6.0 (23:59)","8.1","30 (13:50)","23 (13:50)","0","0","0","0","0"
"Villacarriedo","Cantabria","10.1 (16:00)","2.3 (23:59)","6.2","18 (16:50)","12 (17:10)","0","0","0","0","0"
"Los Tojos, Bárcena Mayor","Cantabria","10.1 (15:20)","-4.5 (08:10)","2.8","20 (15:00)","11 (13:20)","0","0","0","0","0"
"San Felices de Buelna","Cantabria","11.4 (15:40)","1.7 (23:59)","6.5","20 (18:30)","11 (18:10)","0","0","0","0","0"
"Torrelavega, Sierrapando","Cantabria","10.8 (16:00)","3.3 (23:40)","7.1","31 (13:30)","23 (17:30)","0","0","0","0","0"
"San Vicente de la Barquera","Cantabria","10.9 (13:20)","2.6 (06:30)","6.7","39 (18:10)","25 (17:10)","0","0","0","0","0"
"Camaleño, Fuente De","Cantabria","13.0 (14:10)","-0.3 (03:20)","6.3","15 (13:50)","6 (13:50)","0","0","0","0","0"
"Cillórigo de Liébana, Tama","Cantabria","12.0 (16:20)","-1.6 (23:50)","5.2","22 (15:10)","11 (15:10)","0","0","0","0","0"
"Tresviso","Cantabria","8.3 (14:40)","0.5 (08:10)","4.4","17 (01:10)","11 (01:40)","0","0","0","0","0"
"Posada de Valdeón, Soto","León","7.3 (15:20)","-5.1 (09:00)","1.1","","","0","0","0","0","0"
"Cabrales","Asturias","9.7 (14:50)","1.5 (05:30)","5.6","30 (17:40)","17 (20:50)","0","0","0","0","0"
"Llanes","Asturias","12.1 (14:10)","6.6 (02:10)","9.4","42 (14:50)","32 (14:30)","0","0","0","0","0"
"Amieva, Panizales","Asturias","11.8 (15:30)","-0.9 (06:40)","5.5","27 (13:10)","12 (12:40)","0","0","0","0","0"
"Piloña, Bargaéu","Asturias","10.6 (17:00)","2.5 (04:10)","6.6","25 (16:20)","13 (13:30)","0","0","0","0","0"
"Colunga","Asturias","11.1 (13:50)","4.9 (02:50)","8","41 (16:30)","25 (18:00)","0","0","0","0","0"
"Gijón, Campus","Asturias","11.5 (15:00)","3.0 (03:10)","7.3","34 (17:50)","19 (15:50)","0","0","0","0","0"
"Cabo Peñas","Asturias","10.1 (16:10)","8.4 (04:40)","9.3","59 (21:30)","37 (18:00)","0","0","0","0","0"
"Asturias Aeropuerto","Asturias","10.1 (14:00)","3.7 (03:40)","6.9","42 (13:40)","27 (13:40)","0","0","0","0","0"
"Pajares-Valgrande","Asturias","9.6 (13:30)","-1.9 (08:00)","3.9","30 (23:59)","15 (23:00)","0","0","0","0","0"
"Lena, Ronzón","Asturias","9.2 (15:20)","-2.5 (07:50)","3.3","21 (13:40)","10 (13:00)","0","0","0","0","0"
"Aller, Felechosa","Asturias","8.6 (14:10)","-3.5 (09:30)","2.6","14 (16:50)","9 (16:10)","0","0","0","0","0"
"Mieres, Baiña","Asturias","12.4 (16:10)","0.5 (06:20)","6.4","17 (11:40)","8 (11:40)","0","0","0","0","0"
"Oviedo","Asturias","10.0 (15:50)","3.2 (23:59)","6.6","23 (18:00)","14 (18:00)","0","0","0","0","0"
"Tineo, Soutu","Asturias","10.7 (15:10)","0.4 (05:40)","5.5","18 (15:20)","10 (14:50)","0","0","0","0","0"
"Pola de Somiedo","Asturias","10.0 (15:10)","-4.9 (09:00)","2.5","18 (13:50)","9 (13:50)","0","0","0","0","0"
"Salas, Camuño","Asturias","11.4 (16:10)","2.5 (04:20)","6.9","24 (17:50)","16 (18:00)","0","0","0","0","0"
"Cabo Busto","Asturias","10.5 (16:50)","6.9 (05:00)","8.7","63 (17:40)","35 (18:20)","0","0","0","0","0"
"Cervantes","Lugo","","","","","","","","","",""
"Degaña","Asturias","12.4 (15:40)","0.8 (00:30)","6.6","29 (13:50)","20 (09:40)","0","0","0","0","0"
"Ibias, San Antolin","Asturias","10.2 (16:10)","-2.1 (08:30)","4","23 (14:20)","14 (14:20)","0","0","0","0","0"
"Villayón, Oneta","Asturias","10.1 (15:00)","2.6 (07:40)","6.4","39 (02:30)","31 (02:30)","0.2","0","0","0.2","0"
"Castropol","Asturias","11.9 (14:30)","0.2 (08:30)","6","31 (14:50)","15 (13:30)","0","0","0","0","0"
"Taramundi, Ouria","Asturias","9.1 (16:10)","1.3 (09:40)","5.2","18 (14:20)","13 (15:00)","0","0","0","0","0"
"Ribadeo","Lugo","10.7 (14:30)","3.7 (04:10)","7.2","42 (14:50)","25 (14:10)","0","0","0","0","0"
"Mondoñedo","Lugo","10.1 (14:40)","3.2 (04:30)","6.7","","","0","0","0","0","0"
"Burela","Lugo","10.0 (00:00)","8.6 (10:30)","9.3","","","0","0","0","0","0"
"Estaca de Bares","A Coruña","10.5 (21:10)","9.2 (08:00)","9.8","71 (21:20)","54 (20:00)","0","0","0","0","0"
"Ferrol","A Coruña","14.4 (14:40)","7.6 (04:10)","11","39 (17:50)","26 (14:50)","0","0","0","0","0"
"As Pontes","A Coruña","13.7 (15:10)","-0.5 (06:20)","6.6","","","0","0","0","0","0"
"A Coruña","A Coruña","14.1 (15:00)","5.8 (08:40)","10","32 (18:30)","19 (18:30)","0","0","0","0","0"
"A Coruña Bens","A Coruña","13.4 (16:50)","5.8 (08:10)","9.6","26 (18:40)","23 (18:30)","0","0","0","0","0"
"A Coruña Aeropuerto","A Coruña","15.2 (17:10)","-0.9 (07:20)","7.1","24 (22:30)","12 (04:00)","0","0","0","0","0"
"Carballo, Depuradora","A Coruña","14.3 (16:20)","-3.2 (08:40)","5.6","","","0","0","0","0","0"
"Cabo Vilán","A Coruña","13.1 (17:10)","6.2 (04:20)","9.7","52 (15:10)","39 (15:20)","0","0","0","0","0"
"Vimianzo","A Coruña","13.8 (14:50)","3.4 (09:40)","8.6","","","0","0","0","0","0"
"Fisterra","A Coruña","16.9 (15:00)","10.3 (02:00)","13.6","36 (02:50)","25 (19:40)","0","0","0","0","0"
"Mazaricos","A Coruña","14.9 (16:00)","2.1 (09:40)","8.5","","","0","0","0","0","0"
"Sobrado","A Coruña","16.4 (15:20)","-3.1 (09:00)","6.6","","","0","0","0","0","0"
"Santiago de Compostela Aeropuerto","A Coruña","14.7 (16:00)","1.1 (09:10)","7.9","28 (00:10)","8 (01:10)","0","0","0","0","0"
"Noia","A Coruña","15.6 (16:20)","4.1 (09:10)","9.9","19 (00:40)","6 (18:20)","0","0","0","0","0"
"Monte Iroite","A Coruña","","","","","","0","0","0","0","0"
"Boiro","A Coruña","17.2 (16:30)","0.6 (08:30)","8.9","","","0","0","0","0","0"
"Monterroso","Lugo","12.6 (15:10)","-0.5 (06:30)","6.1","","","0","0","0","0","0"
"Silleda","Pontevedra","17.6 (17:00)","2.1 (03:30)","9.9","26 (00:20)","17 (05:30)","0","0","0","0","0"
"A Estrada","Pontevedra","15.0 (16:20)","-0.2 (09:30)","7.4","","","0","0","0","0","0"
"Padrón","A Coruña","16.4 (16:00)","-0.7 (09:00)","7.8","36 (11:40)","28 (11:40)","0","0","0","0","0"
"Santiago de Compostela","A Coruña","16.5 (15:50)","2.8 (09:20)","9.6","24 (10:30)","12 (10:40)","0","0","0","0","0"
"Rois, Casas do Porto","A Coruña","15.3 (17:10)","3.1 (09:40)","9.2","","","0","0","0","0","0"
"Vilagarcía de Arousa","Pontevedra","16.9 (15:30)","3.2 (09:10)","10","27 (20:00)","13 (20:00)","0","0","0","0","0"
"Pontevedra","Pontevedra","19.1 (14:40)","5.2 (09:10)","12.2","22 (20:00)","14 (20:00)","0","0","0","0","0"
"A Lama","Pontevedra","15.5 (16:20)","7.1 (09:30)","11.3","38 (08:00)","23 (08:00)","0","0","0","0","0"
"Vigo Aeropuerto","Pontevedra","16.8 (15:50)","2.6 (09:00)","9.7","28 (03:30)","20 (03:40)","0","0","0","0","0"
"Vigo","Pontevedra","19.1 (16:00)","7.1 (05:40)","13.1","21 (16:50)","11 (09:30)","0","0","0","0","0"
"Lugo Aeropuerto","Lugo","11.9 (16:30)","-3.5 (09:10)","4.2","22 (14:10)","13 (15:30)","0","0","0","0","0"
"Lugo","Lugo","11.2 (17:50)","-1.1 (08:00)","5","20 (14:40)","10 (15:10)","0","0","0","0","0"
"O Páramo","Lugo","11.7 (17:30)","-2.2 (02:00)","4.7","","","0.2","0","0.2","0","0"
"Becerreá","Lugo","10.2 (13:00)","0.6 (01:50)","5.4","27 (23:40)","15 (23:40)","0","0","0","0","0"
"O Saviñao","Lugo","","","","","","","","","",""
"Villablino","León","18.6 (15:40)","-8.7 (08:40)","5","24 (15:10)","13 (15:20)","0","0","0","0","0"
"Puerto de Leitariegos","Asturias","11.0 (16:30)","-0.7 (07:50)","5.2","38 (14:40)","26 (13:40)","0","0","0","0","0"
"Ponferrada","León","17.0 (16:30)","-4.4 (07:50)","6.3","26 (16:00)","14 (16:00)","0","0","0","0","0"
"Vega de Espinareda","León","17.6 (15:00)","-3.3 (07:10)","7.2","","","0","0","0","0","0"
"O Barco de Valdeorras","Ourense","15.2 (17:00)","-3.9 (08:30)","5.6","","","0","0","0","0","0"
"A Pobra de Trives","Ourense","12.4 (15:50)","-1.6 (06:10)","5.4","25 (13:10)","14 (13:10)","0","0","0","0","0"
"Chandrexa de Queixa","Ourense","12.4 (15:40)","-3.0 (09:30)","4.7","32 (16:40)","18 (16:40)","0","0","0","0","0"
"Folgoso do Courel","Lugo","15.4 (15:50)","-2.5 (09:50)","6.4","","","0","0","0","0","0"
"Monforte de Lemos","Lugo","8.5 (17:00)","-3.0 (23:59)","2.8","6 (09:40)","4 (09:10)","0","0","0","0","0"
"Ourense","Ourense","14.6 (17:40)","-0.6 (04:40)","7","13 (12:30)","7 (11:30)","0","0","0","0","0"
"Beariz","Ourense","15.7 (15:40)","-6.1 (09:00)","4.8","","","0","0","0","0","0"
"O Carballiño","Ourense","14.6 (15:30)","-3.1 (08:20)","5.8","9 (17:30)","4 (14:40)","0","0","0","0","0"
"Ribadavia","Ourense","","","","","","","","","",""
"Allariz","Ourense","13.2 (16:30)","-5.2 (09:30)","4","","","0","0","0","0","0"
"A Cañiza","Pontevedra","16.5 (15:00)","2.4 (04:30)","9.5","","","0","0","0","0","0"
"Ponteareas, Canedo","Pontevedra","17.0 (16:20)","-2.0 (09:30)","7.5","","","0","0","0","0","0"
"O Rosal","Pontevedra","18.6 (17:10)","5.0 (23:50)","11.8","","","0","0","0","0","0"
"Xinzo de Limia","Ourense","13.6 (15:10)","-10.9 (08:10)","1.4","18 (17:00)","13 (17:10)","0","0","0","0","0"
"Muiños","Ourense","","","","","","","","","",""
"Santillana del Mar, Altamira","Cantabria","9.5 (16:00)","3.3 (05:30)","6.4","23 (17:30)","13 (17:50)","0","0","0","0","0"
"Vinuesa, Quintanarejo","Soria","14.1 (15:30)","-4.2 (08:30)","5","","","0","0","0","0","0"
"La Póveda de Soria, Barriomartín","Soria","13.0 (13:50)","-0.1 (19:50)","6.4","32 (11:10)","21 (11:10)","0","0","0","0","0"
"Soria","Soria","16.1 (15:00)","-5.8 (08:50)","5.2","19 (16:40)","11 (16:40)","0","0","0","0","0"
"Lubia","Soria","14.6 (15:30)","-1.3 (06:40)","6.7","15 (18:10)","12 (18:10)","0","0","0","0","0"
"Morón de Almazán","Soria","16.9 (16:10)","-10.1 (08:30)","3.4","13 (16:50)","9 (17:10)","0","0","0","0","0"
"La Riba de Escalote","Soria","12.9 (15:40)","-9.0 (08:20)","1.9","21 (17:00)","16 (17:00)","0","0","0","0","0"
"Ucero","Soria","15.9 (16:20)","-8.7 (07:50)","3.6","","","0","0","0","0","0"
"Burgo de Osma","Soria","17.0 (15:30)","-9.8 (08:30)","3.6","16 (16:20)","10 (16:50)","0","0","0","0","0"
"Liceras","Soria","13.4 (14:50)","-3.0 (05:50)","5.2","26 (16:20)","18 (17:20)","0","0","0","0","0"
"Coruña del Conde","Burgos","14.7 (16:30)","-4.6 (09:00)","5","14 (01:50)","12 (02:10)","0","0","0","0","0"
"Aranda de Duero","Burgos","13.4 (17:00)","-8.9 (08:10)","2.3","17 (15:00)","8 (16:50)","0","0","0","0","0"
"Fresno de Cantespino","Segovia","13.4 (15:20)","-8.5 (08:10)","2.4","31 (16:00)","23 (15:40)","0","0","0","0","0"
"Aldeanueva de Serrezuela","Segovia","12.1 (14:00)","4.4 (03:50)","8.3","31 (23:00)","23 (23:00)","0","0","0","0","0"
"La Pinilla, estación de esquí","Segovia","","","","","","","0","","",""
"Peñafiel","Valladolid","14.0 (15:40)","-7.6 (07:50)","3.2","","","0","0","0","0","0"
"Sardón de Duero","Valladolid","16.3 (15:00)","-5.6 (08:00)","5.3","22 (17:00)","10 (17:00)","0","0","0","0","0"
"Pedraza","Segovia","13.9 (15:00)","3.4 (20:50)","8.6","27 (14:30)","16 (15:10)","0","0","0","0","0"
"Cuéllar","Segovia","16.7 (14:30)","-8.2 (08:30)","4.3","32 (15:10)","24 (15:10)","0","0","0","0","0"
"Cervera de Pisuerga","Palencia","15.4 (14:30)","0.3 (01:30)","7.8","27 (13:40)","16 (14:10)","0","0","0","0","0"
"Aguilar de Campoo","Palencia","12.4 (14:50)","-6.7 (08:50)","2.8","38 (15:10)","20 (14:20)","0","0","0","0","0"
"Villaeles de Valdavia","Palencia","12.1 (15:50)","-3.7 (09:10)","4.2","43 (15:20)","25 (15:30)","0","0","0","0","0"
"Villadiego","Burgos","11.9 (15:20)","-0.6 (03:50)","5.6","43 (21:10)","35 (21:00)","0","0","0","0","0"
"Pedrosa del Príncipe","Burgos","12.9 (14:30)","-4.4 (04:50)","4.2","41 (15:00)","24 (17:00)","0","0","0","0","0"
"Ólvega","Soria","14.3 (14:30)","-4.0 (06:40)","5.2","18 (08:40)","12 (08:40)","0","0","0","0","0"
"Palacios de la Sierra","Burgos","","","","","","","0","0","0",""
"Monterrubio de la Demanda","Burgos","10.8 (14:50)","-3.3 (07:00)","3.8","35 (15:20)","27 (20:40)","0","0","0","0","0"
"Villamayor de los Montes","Burgos","12.2 (14:10)","-1.3 (09:10)","5.4","37 (15:10)","22 (15:20)","0","0","0","0","0"
"Burgos Aeropuerto","Burgos","9.4 (15:10)","-2.4 (08:30)","3.5","44 (14:10)","34 (14:00)","0","0","0","0","0"
"Velilla del Río Carrión, Camporredondo de Alba","Palencia","11.5 (14:30)","1.3 (01:30)","6.4","45 (08:30)","35 (02:50)","0","0","0","0","0"
"Carrión de los Condes","Palencia","13.3 (14:30)","-0.7 (01:30)","6.3","43 (13:30)","21 (16:00)","0","0","0","0","0"
"Autilla del Pino","Palencia","12.7 (15:20)","-2.1 (06:30)","5.3","34 (16:00)","26 (13:10)","0","0","0","0","0"
"Palencia","Palencia","13.8 (15:10)","-4.7 (08:10)","4.6","27 (15:50)","13 (15:50)","0","0","0","0","0"
"Valladolid","Valladolid","13.0 (16:10)","-1.6 (09:00)","5.7","23 (16:50)","6 (00:30)","0","0","0","0","0"
"Muñotello","Ávila","11.7 (15:10)","-1.6 (08:30)","5","37 (14:10)","26 (15:30)","0","0","0","0","0"
"Ávila","Ávila","13.3 (16:00)","-3.7 (05:00)","4.8","24 (15:10)","13 (15:00)","0","0","0","0","0"
"Arevalo","Ávila","13.7 (16:40)","-6.7 (08:20)","3.5","15 (14:00)","10 (15:40)","0","0","0","0","0"
"Puerto de Navacerrada","Madrid","7.3 (13:00)","-0.8 (05:10)","3.3","47 (00:30)","19 (01:20)","0","0","0","0","0"
"Segovia","Segovia","14.4 (16:10)","0.3 (06:20)","7.3","35 (08:30)","18 (08:30)","0","0","0","0","0"
"San Rafael","Segovia","","","","","","","","","",""
"Miguelañez","Segovia","","","","26 (16:50)","21 (16:50)","0","0","0","0","0"
"La Covatilla, estación de esquí","Salamanca","5.8 (15:40)","-1.3 (02:40)","2.3","50 (12:40)","33 (21:10)","0","0","0","0","0"
"Olmedo, Depósito de Agua","Valladolid","14.2 (16:00)","-5.5 (08:40)","4.3","26 (17:10)","16 (17:00)","0","0","0","0","0"
"Rueda","Valladolid","13.1 (16:10)","-3.3 (08:30)","4.9","","","0","0","0","0","0"
"Rivilla de Barajas","Ávila","13.0 (16:10)","-3.3 (08:50)","4.9","26 (16:50)","19 (16:50)","0","0","0","0","0"
"Fuente el Sol","Valladolid","14.3 (16:20)","-7.5 (08:40)","3.4","20 (16:50)","14 (17:10)","0","0","0","0","0"
"Morales del Toro","Zamora","15.8 (15:30)","-3.0 (09:00)","6.4","28 (02:30)","23 (00:30)","0","0","0","0","0"
"Fuentesauco","Zamora","11.7 (16:00)","-5.3 (07:10)","3.2","22 (16:10)","17 (16:50)","0","0","0","0","0"
"Coreses","Zamora","14.0 (15:40)","-3.8 (07:40)","5.1","37 (22:40)","25 (22:30)","0","0","0","0","0"
"Santervás de la Vega, Villapún","Palencia","12.7 (14:40)","-3.0 (06:50)","4.8","44 (15:00)","28 (15:00)","0","0","0","0","0"
"Villalón de Campos","Valladolid","13.5 (16:30)","-2.1 (08:10)","5.7","41 (15:20)","21 (16:10)","0","0","0","0","0"
"Medina de Rioseco","Valladolid","13.7 (15:40)","-2.5 (06:40)","5.6","37 (18:00)","21 (17:10)","0","0","0","0","0"
"Villafáfila","Zamora","14.3 (15:50)","-5.2 (08:40)","4.6","52 (16:50)","27 (16:40)","0","0","0","0","0"
"Zamora","Zamora","14.0 (16:00)","-3.3 (09:10)","5.4","26 (17:10)","15 (17:10)","0","0","0","0","0"
"Riaño","León","12.8 (16:00)","-6.1 (07:40)","3.4","14 (16:40)","11 (16:40)","0","0","0","0","0"
"Cubillas de Rueda","León","14.1 (14:20)","-7.7 (08:30)","3.2","44 (15:20)","30 (15:10)","0","0","0","0","0"
"Puerto de San Isidro","León","9.8 (16:00)","-4.8 (03:30)","2.5","","","0","0","0","0","0"
