"Estación","Provincia","Temperatura máxima (ºC)","Temperatura mínima (ºC)","Temperatura media (ºC)","Racha (km/h)","Velocidad máxima (km/h)","Precipitación 00-24h (mm)","Precipitación 00-06h (mm)","Precipitación 06-12h (mm)","Precipitación 12-18h (mm)","Precipitación 18-24h (mm)"
"Arenys de Mar","Barcelona","14.2 (12:40)","3.9 (04:30)","9","23 (14:40)","9 (15:00)","0","0","0","0","0"
"Santa Susanna","Barcelona","","","","","","","","","",""
"Fogars de Montclús","Barcelona","10.0 (14:50)","0.4 (07:40)","5.2","","","0","0","0","0","0"
"Blanes","Girona","14.9 (14:30)","4.8 (07:00)","9.8","20 (05:30)","15 (07:00)","0","0","0","0","0"
"Castell, Platja d'Aro","Girona","12.8 (13:40)","0.0 (08:20)","6.4","23 (10:50)","13 (14:30)","0","0","0","0","0"
"Sant Pau de Segúries","Girona","10.6 (14:50)","-7.7 (07:40)","1.5","23 (12:40)","10 (13:10)","0","0","0","0","0"
"Planoles","Girona","11.9 (14:20)","-2.2 (07:00)","4.8","17 (15:00)","11 (19:30)","0","0","0","0","0"
"Ripoll","Girona","11.6 (15:30)","-6.3 (08:20)","2.7","","","0","0","0","0","0"
"Tona","Barcelona","10.4 (15:30)","-4.4 (08:30)","3","14 (15:00)","6 (22:40)","0","0","0","0","0"
"Sant Julià  de Vilatorta","Barcelona","11.2 (16:40)","-5.7 (08:40)","2.8","10 (14:20)","5 (14:30)","0.1","0","0","0.1","0"
"Les Planes d'Hostoles","Girona","15.0 (15:20)","-6.0 (08:00)","4.5","11 (16:30)","5 (16:30)","0","0","0","0","0"
"Sant Hilari","Girona","11.1 (16:30)","-2.8 (07:00)","4.2","23 (12:40)","15 (12:40)","0","0","0","0","0"
"Girona Aeropuerto","Girona","","","","","","","","","0","0"
"Girona","Girona","15.3 (15:10)","-1.4 (05:30)","7","17 (16:40)","8 (13:40)","0","0","0","0","0"
"Porqueres","Girona","14.4 (15:40)","-2.4 (04:00)","6","19 (15:00)","11 (14:30)","0.1","0","0.1","0","0"
"L'Estartit","Girona","12.3 (15:40)","0.5 (07:50)","6.4","20 (16:30)","15 (16:10)","0","0","0","0","0"
"La Vall de Bianya","Girona","13.0 (15:10)","-6.5 (07:40)","3.3","18 (15:30)","10 (15:40)","0","0","0","0","0"
"Castelló d'Empúries","Girona","12.9 (15:50)","-1.6 (07:00)","5.6","21 (16:00)","10 (16:30)","0","0","0","0","0"
"Maçanet de Cabrenys","Girona","12.3 (15:00)","-2.0 (08:00)","5.2","14 (14:00)","8 (14:00)","0","0","0","0","0"
"Espolla","Girona","13.5 (15:30)","1.9 (01:00)","7.7","19 (02:50)","12 (02:50)","0","0","0","0","0"
"Figueres","Girona","14.2 (14:40)","0.5 (05:50)","7.3","22 (15:00)","10 (15:00)","0","0","0","0","0"
"Cabo de Creus","Girona","14.5 (12:20)","7.5 (08:00)","11","","18 (13:50)","0","0","0","0","0"
"Baztan, Irurita","Navarra","15.5 (15:30)","-2.9 (08:40)","6.3","31 (14:00)","12 (14:50)","0","0","0","0","0"
"Bera","Navarra","15.8 (15:00)","-0.3 (23:59)","7.8","34 (04:10)","10 (05:30)","0","0","0","0","0"
"Irún","Gipuzkoa","15.4 (14:10)","7.2 (00:00)","11.3","22 (20:40)","16 (20:40)","0","0","0","0","0"
"San Sebastián Aeropuerto","Gipuzkoa","15.0 (12:50)","0.5 (07:30)","7.8","17 (14:00)","14 (14:00)","0","0","0","0","0"
"Renteria","Gipuzkoa","15.8 (15:20)","2.5 (23:59)","9.2","25 (03:40)","15 (03:00)","0","0","0","0","0"
"Segura - Lastala","Gipuzkoa","13.8 (15:20)","2.2 (23:00)","8","26 (12:30)","16 (11:30)","0.4","0","0","0.4","0"
"Beasain","Gipuzkoa","14.2 (15:30)","2.3 (23:59)","8.2","27 (13:40)","19 (13:50)","0","0","0","0","0"
"Ordizia","Gipuzkoa","14.1 (15:00)","3.4 (23:10)","8.8","27 (10:30)","16 (06:10)","0","0","0","0","0"
"Areso","Navarra","11.3 (15:40)","4.1 (20:40)","7.7","53 (01:30)","27 (00:30)","0","0","0","0","0"
"Legazpia","Gipuzkoa","11.8 (15:10)","0.0 (09:10)","5.9","","","0","0","0","0","0"
"Zumarraga","Gipuzkoa","10.3 (13:50)","2.3 (09:10)","6.3","30 (14:40)","13 (13:30)","","","","",""
"Azpeitia","Gipuzkoa","14.3 (15:30)","2.7 (23:59)","8.5","26 (12:40)","9 (12:50)","0","0","0","0","0"
"Zumaia","Gipuzkoa","18.0 (14:30)","5.0 (22:40)","11.5","42 (11:50)","24 (11:40)","0","0","0","0","0"
"Aramaio","Araba/Álava","10.1 (15:20)","2.6 (07:00)","6.4","","","0","0","0","0","0"
"Aretxabaleta","Gipuzkoa","12.8 (15:00)","-1.1 (02:50)","5.9","","","0","0","0","0","0"
"Elgeta","Gipuzkoa","11.5 (15:00)","2.2 (06:50)","6.9","20 (15:30)","9 (09:00)","0","0","0","0","0"
"Elgoibar","Gipuzkoa","13.2 (15:00)","1.4 (02:20)","7.3","33 (07:20)","19 (08:20)","0","0","0","0","0"
"Mutriku","Gipuzkoa","15.2 (15:40)","7.4 (07:40)","11.3","30 (12:30)","14 (09:50)","0","0","0","0","0"
"Forua","Bizkaia","15.5 (16:10)","1.0 (01:00)","8.3","33 (12:10)","21 (12:20)","0","0","0","0","0"
"Machichaco","Bizkaia","16.3 (15:00)","6.4 (08:20)","11.3","41 (11:10)","24 (11:10)","0.2","0.2","0","0","0"
"Punta Galea","Bizkaia","","","","36 (03:20)","14 (00:10)","0","0","0","0","0"
"Amurrio","Araba/Álava","12.2 (13:20)","1.8 (23:59)","7","27 (12:40)","16 (12:30)","0","0","0","0","0"
"Orozko","Bizkaia","13.8 (14:00)","-0.4 (05:20)","6.7","19 (12:50)","9 (13:00)","0","0","0","0","0"
"Abadiño","Bizkaia","","","","","","","","","",""
"Amorebieta--Etxano","Bizkaia","15.4 (15:30)","0.3 (03:00)","7.8","24 (11:30)","12 (11:30)","0","0","0","0","0"
"Balmaseda","Bizkaia","15.2 (15:00)","-1.2 (09:00)","7","","","0","0","0","0","0"
"Güeñes","Bizkaia","14.4 (14:50)","3.0 (07:40)","8.7","20 (13:50)","11 (13:50)","0","0","0","0","0"
"Bilbao Aeropuerto","Bizkaia","16.2 (14:40)","4.2 (21:50)","10.2","32 (00:10)","23 (00:10)","0","0","0","0","0"
"Sopuerta","Bizkaia","16.4 (16:00)","3.4 (08:40)","9.9","25 (13:50)","12 (14:20)","0","0","0","0","0"
"Castro Urdiales","Cantabria","11.5 (13:40)","4.5 (00:40)","8","18 (05:20)","13 (05:10)","0","0","0","0","0"
"Ramales de la Victoria","Cantabria","12.3 (15:50)","-2.3 (08:20)","5","8 (16:40)","4 (14:20)","0","0","0","0","0"
"Barcena de Cicero, Treto","Cantabria","12.6 (15:40)","0.2 (06:30)","6.4","13 (14:40)","8 (10:00)","0","0","0","0","0"
"Soba, Alto Miera","Cantabria","13.4 (15:30)","3.8 (23:59)","8.6","32 (03:20)","19 (03:30)","0","0","0","0","0"
"Santander Aeropuerto","Cantabria","14.0 (13:40)","-1.6 (08:30)","6.2","15 (14:40)","11 (14:50)","0","0","0","0","0"
"Santander","Cantabria","","","","","","","","0","0","0"
"Villacarriedo","Cantabria","15.4 (15:00)","-0.7 (01:30)","7.3","33 (05:00)","20 (05:00)","0","0","0","0","0"
"Los Tojos, Bárcena Mayor","Cantabria","12.0 (14:50)","-3.1 (08:40)","4.5","14 (15:00)","6 (14:00)","0","0","0","0","0"
"San Felices de Buelna","Cantabria","15.3 (14:40)","-2.0 (08:50)","6.7","17 (15:40)","9 (15:40)","0","0","0","0","0"
"Torrelavega, Sierrapando","Cantabria","12.6 (14:20)","2.1 (08:40)","7.4","19 (03:00)","15 (09:20)","0","0","0","0","0"
"San Vicente de la Barquera","Cantabria","11.7 (12:40)","1.7 (05:50)","6.7","19 (04:30)","15 (04:20)","0","0","0","0","0"
"Camaleño, Fuente De","Cantabria","11.9 (15:00)","0.1 (07:50)","6","13 (15:20)","6 (14:40)","0","0","0","0","0"
"Cillórigo de Liébana, Tama","Cantabria","13.8 (15:50)","-4.7 (09:10)","4.6","22 (16:00)","10 (17:00)","0","0","0","0","0"
"Tresviso","Cantabria","10.3 (14:20)","3.8 (07:50)","7.1","14 (15:10)","9 (15:20)","0","0","0","0","0"
"Posada de Valdeón, Soto","León","8.1 (15:40)","-3.2 (07:30)","2.5","","","0","0","0","0","0"
"Cabrales","Asturias","13.3 (15:40)","2.5 (01:30)","7.9","15 (18:10)","11 (19:50)","0","0","0","0","0"
"Llanes","Asturias","12.8 (15:30)","3.8 (08:40)","8.3","16 (03:30)","13 (03:30)","0","0","0","0","0"
"Amieva, Panizales","Asturias","14.1 (15:20)","-0.9 (08:20)","6.6","19 (15:40)","9 (15:20)","0","0","0","0","0"
"Piloña, Bargaéu","Asturias","14.2 (15:40)","-2.9 (09:00)","5.6","14 (17:00)","8 (17:00)","0.2","0","0.2","0","0"
"Colunga","Asturias","11.7 (16:20)","1.3 (07:00)","6.5","18 (23:50)","13 (02:30)","0","0","0","0","0"
"Gijón, Campus","Asturias","13.0 (15:50)","-1.5 (08:00)","5.8","16 (16:50)","9 (14:40)","0.2","0","0.2","0","0"
"Cabo Peñas","Asturias","12.0 (15:30)","5.0 (06:20)","8.5","15 (02:50)","14 (03:00)","0","0","0","0","0"
"Asturias Aeropuerto","Asturias","11.2 (13:10)","2.7 (07:00)","6.9","22 (03:50)","15 (09:30)","0","0","0","0","0"
"Pajares-Valgrande","Asturias","5.5 (15:40)","-0.9 (04:20)","2.3","39 (04:00)","33 (04:10)","0","0","0","0","0"
"Lena, Ronzón","Asturias","12.0 (14:50)","-3.2 (08:50)","4.4","20 (16:50)","10 (17:20)","0","0","0","0","0"
"Aller, Felechosa","Asturias","10.4 (14:00)","-1.0 (05:20)","4.7","13 (18:50)","9 (17:00)","0","0","0","0","0"
"Mieres, Baiña","Asturias","13.9 (15:30)","-2.0 (08:50)","5.9","15 (14:50)","8 (14:50)","0","0","0","0","0"
"Oviedo","Asturias","11.6 (16:00)","0.9 (09:10)","6.3","17 (17:10)","11 (04:10)","0","0","0","0","0"
"Tineo, Soutu","Asturias","10.2 (17:30)","-3.9 (09:10)","3.1","16 (17:30)","7 (19:00)","0","0","0","0","0"
"Pola de Somiedo","Asturias","11.4 (14:40)","-3.5 (07:30)","3.9","27 (15:10)","10 (14:10)","0","0","0","0","0"
"Salas, Camuño","Asturias","13.8 (15:40)","0.2 (08:40)","7","13 (17:30)","8 (17:30)","0","0","0","0","0"
"Cabo Busto","Asturias","12.0 (16:20)","2.5 (08:00)","7.3","24 (08:30)","20 (08:00)","0","0","0","0","0"
"Cervantes","Lugo","","","","","","","","","",""
"Degaña","Asturias","9.0 (14:20)","-0.7 (20:40)","4.2","31 (06:00)","23 (06:00)","0","0","0","0","0"
"Ibias, San Antolin","Asturias","11.9 (15:40)","1.0 (05:40)","6.4","18 (15:40)","12 (14:40)","0","0","0","0","0"
"Villayón, Oneta","Asturias","9.8 (15:10)","3.0 (07:20)","6.4","19 (19:10)","13 (18:40)","0","0","0","0","0"
"Castropol","Asturias","15.6 (15:10)","1.0 (08:20)","8.3","26 (10:40)","14 (10:40)","0","0","0","0","0"
"Taramundi, Ouria","Asturias","12.5 (16:30)","2.0 (08:20)","7.3","19 (14:20)","14 (14:30)","0","0","0","0","0"
"Ribadeo","Lugo","13.1 (14:30)","2.3 (04:30)","7.7","17 (08:40)","15 (08:30)","0","0","0","0","0"
"Mondoñedo","Lugo","13.4 (15:20)","-1.4 (06:30)","6","","","0","0","0","0","0"
"Burela","Lugo","13.3 (14:50)","4.5 (07:10)","8.9","","","0","0","0","0","0"
"Estaca de Bares","A Coruña","11.8 (16:30)","7.4 (09:40)","9.6","23 (06:30)","19 (06:30)","0","0","0","0","0"
"Ferrol","A Coruña","13.5 (15:20)","1.7 (08:00)","7.6","14 (16:00)","10 (16:10)","0","0","0","0","0"
"As Pontes","A Coruña","12.3 (15:10)","-2.7 (09:00)","4.8","","","0","0","0","0","0"
"A Coruña","A Coruña","13.8 (15:10)","5.8 (06:20)","9.8","20 (14:40)","13 (06:50)","0","0","0","0","0"
"A Coruña Bens","A Coruña","12.4 (15:10)","6.5 (09:10)","9.4","17 (13:50)","14 (13:50)","0","0","0","0","0"
"A Coruña Aeropuerto","A Coruña","13.5 (15:50)","0.4 (05:10)","7","24 (06:50)","18 (14:30)","0","0","0","0","0"
"Carballo, Depuradora","A Coruña","12.0 (17:30)","-2.3 (08:30)","4.9","","","0","0","0","0","0"
"Cabo Vilán","A Coruña","14.1 (16:00)","7.0 (23:59)","10.6","20 (07:40)","15 (06:50)","0","0","0","0","0"
"Vimianzo","A Coruña","10.9 (15:10)","-0.4 (04:00)","5.2","","","0","0","0","0","0"
"Fisterra","A Coruña","11.7 (15:30)","8.1 (04:10)","9.9","24 (09:10)","19 (09:10)","0","0","0","0","0"
"Mazaricos","A Coruña","10.0 (16:10)","-2.0 (05:40)","4","","","0","0","0","0","0"
"Sobrado","A Coruña","14.4 (15:50)","-5.0 (09:00)","4.7","","","0","0","0","0","0"
"Santiago de Compostela Aeropuerto","A Coruña","11.7 (17:00)","0.2 (07:20)","5.9","17 (15:20)","9 (11:50)","0","0","0","0","0"
"Noia","A Coruña","12.0 (15:10)","3.4 (08:20)","7.7","11 (01:20)","4 (13:30)","0","0","0","0","0"
"Monte Iroite","A Coruña","","","","","","","0","0","","0"
"Boiro","A Coruña","12.6 (16:20)","-0.2 (08:00)","6.2","","","0","0","0","0","0"
"Monterroso","Lugo","12.5 (17:20)","1.6 (07:20)","7.1","","","0","0","0","0","0"
"Silleda","Pontevedra","12.5 (13:30)","0.1 (04:10)","6.3","19 (10:20)","13 (09:30)","0","0","0","0","0"
"A Estrada","Pontevedra","11.8 (14:30)","-1.5 (09:20)","5.2","","","0","0","0","0","0"
"Padrón","A Coruña","14.8 (15:50)","-2.5 (09:20)","6.2","24 (05:30)","18 (09:40)","0","0","0","0","0"
"Santiago de Compostela","A Coruña","13.6 (15:30)","0.1 (07:00)","6.9","13 (02:40)","7 (02:40)","0","0","0","0","0"
"Rois, Casas do Porto","A Coruña","11.1 (16:20)","0.9 (08:10)","6","","","0","0","0","0","0"
"Vilagarcía de Arousa","Pontevedra","13.4 (16:40)","1.2 (08:30)","7.3","16 (14:20)","9 (15:30)","0","0","0","0","0"
"Pontevedra","Pontevedra","13.9 (14:50)","2.1 (07:20)","8","26 (10:10)","16 (07:40)","0","0","0","0","0"
"A Lama","Pontevedra","12.0 (14:00)","-3.0 (06:20)","4.5","18 (16:20)","10 (15:10)","0","0","0","0","0"
"Vigo Aeropuerto","Pontevedra","13.4 (14:30)","1.4 (09:10)","7.4","30 (09:50)","15 (09:50)","0","0","0","0","0"
"Vigo","Pontevedra","14.9 (15:30)","4.3 (09:40)","9.6","12 (11:10)","5 (10:40)","0","0","0","0","0"
"Lugo Aeropuerto","Lugo","12.2 (16:00)","-5.3 (08:30)","3.4","14 (20:10)","6 (19:10)","0","0","0","0","0"
"Lugo","Lugo","12.5 (17:30)","-3.6 (08:00)","4.5","11 (17:50)","6 (18:10)","0","0","0","0","0"
"O Páramo","Lugo","12.8 (15:50)","-5.7 (09:10)","3.6","","","0","0","0","0","0"
"Becerreá","Lugo","7.9 (12:40)","1.0 (23:40)","4.5","28 (06:20)","18 (06:20)","0","0","0","0","0"
"O Saviñao","Lugo","","","","","","","","","",""
"Villablino","León","13.0 (15:50)","-7.0 (08:20)","3","13 (14:30)","7 (14:50)","0","0","0","0","0"
"Puerto de Leitariegos","Asturias","7.6 (16:40)","-2.5 (10:20)","2.5","24 (12:20)","18 (12:20)","0","0","0","0","0"
"Ponferrada","León","11.9 (17:30)","-3.8 (09:00)","4","13 (20:30)","8 (20:30)","0","0","0","0","0"
"Vega de Espinareda","León","12.9 (15:40)","-3.6 (08:40)","4.6","","","0","0","0","0","0"
"O Barco de Valdeorras","Ourense","10.9 (16:00)","-3.2 (08:10)","3.8","","","0","0","0","0","0"
"A Pobra de Trives","Ourense","9.1 (16:00)","-2.9 (08:20)","3.1","18 (21:20)","11 (00:10)","0","0","0","0","0"
"Chandrexa de Queixa","Ourense","9.8 (15:20)","-2.6 (02:20)","3.6","14 (15:40)","8 (12:00)","0","0","0","0","0"
"Folgoso do Courel","Lugo","13.2 (15:30)","-1.7 (08:20)","5.7","","","0","0","0","0","0"
"Monforte de Lemos","Lugo","15.2 (16:30)","-6.2 (08:30)","4.5","9 (20:30)","3 (16:40)","0","0","0","0","0"
"Ourense","Ourense","15.2 (17:30)","-3.8 (09:00)","5.7","10 (15:40)","6 (14:00)","0","0","0","0","0"
"Beariz","Ourense","14.0 (15:40)","-6.1 (08:30)","4","","","0","0","0","0","0"
"O Carballiño","Ourense","14.3 (16:30)","-3.6 (09:40)","5.4","8 (15:00)","3 (15:10)","0","0","0","0","0"
"Ribadavia","Ourense","13.3 (17:10)","-2.2 (05:10)","5.6","9 (11:50)","4 (11:50)","0","0","0","0","0"
"Allariz","Ourense","12.3 (14:40)","-2.7 (03:20)","4.8","","","0","0","0","0","0"
"A Cañiza","Pontevedra","12.1 (15:30)","0.6 (09:10)","6.4","","","0","0","0","0","0"
"Ponteareas, Canedo","Pontevedra","15.3 (16:50)","-2.8 (09:10)","6.3","","","0","0","0","0","0"
"O Rosal","Pontevedra","15.4 (16:50)","-1.0 (08:00)","7.2","","","0","0","0","0","0"
"Xinzo de Limia","Ourense","11.2 (16:00)","-7.0 (07:20)","2.1","19 (14:00)","12 (12:30)","0","0","0","0","0"
"Muiños","Ourense","","","","","","","","","",""
"Santillana del Mar, Altamira","Cantabria","11.8 (14:10)","2.4 (05:10)","7.1","19 (03:40)","11 (03:30)","0","0","0","0","0"
"Vinuesa, Quintanarejo","Soria","7.9 (14:50)","-5.0 (09:00)","1.5","","","0","0","0","0","0"
"La Póveda de Soria, Barriomartín","Soria","6.6 (15:00)","-5.5 (05:10)","0.5","22 (14:00)","12 (13:30)","0","0","0","0","0"
"Soria","Soria","10.0 (15:50)","-6.0 (08:30)","2","18 (14:00)","10 (14:00)","0","0","0","0","0"
"Lubia","Soria","8.7 (15:20)","-5.3 (06:10)","1.7","23 (13:10)","13 (14:50)","0","0","0","0","0"
"Morón de Almazán","Soria","11.0 (16:30)","-8.6 (07:40)","1.2","17 (17:50)","11 (17:50)","0","0","0","0","0"
"La Riba de Escalote","Soria","7.9 (15:10)","-5.8 (08:30)","1","31 (13:30)","22 (11:50)","0","0","0","0","0"
"Ucero","Soria","9.5 (16:00)","-6.3 (09:00)","1.6","","","0","0","0","0","0"
"Burgo de Osma","Soria","9.4 (16:00)","-5.6 (08:30)","1.9","29 (14:50)","19 (14:10)","0","0","0","0","0"
"Liceras","Soria","7.5 (14:00)","-4.2 (08:30)","1.7","35 (12:00)","22 (11:40)","0","0","0","0","0"
"Coruña del Conde","Burgos","9.0 (15:40)","-1.2 (05:10)","3.9","33 (13:20)","20 (13:30)","0","0","0","0","0"
"Aranda de Duero","Burgos","9.8 (15:50)","-5.9 (05:50)","2","27 (12:20)","15 (12:20)","0","0","0","0","0"
"Fresno de Cantespino","Segovia","8.9 (16:30)","-7.0 (07:50)","0.9","21 (15:30)","14 (15:30)","0","0","0","0","0"
"Aldeanueva de Serrezuela","Segovia","7.8 (16:20)","0.8 (08:40)","4.3","33 (12:00)","21 (12:40)","0","0","0","0","0"
"La Pinilla, estación de esquí","Segovia","2.9 (16:00)","-2.8 (19:20)","0.1","71 (23:10)","54 (22:20)","0","0","0","0","0"
"Peñafiel","Valladolid","10.7 (15:50)","-6.8 (08:00)","1.9","","","0","0","0","0","0"
"Sardón de Duero","Valladolid","11.9 (16:30)","-7.6 (08:40)","2.1","14 (15:50)","7 (16:00)","0","0","0","0","0"
"Pedraza","Segovia","7.6 (13:50)","0.5 (06:30)","4","29 (16:00)","19 (15:40)","0","0","0","0","0"
"Cuéllar","Segovia","12.6 (16:10)","-9.2 (08:10)","1.7","15 (15:10)","9 (23:59)","0","0","0","0","0"
"Cervera de Pisuerga","Palencia","11.0 (15:50)","-3.2 (05:10)","3.9","23 (14:10)","14 (14:10)","0","0","0","0","0"
"Aguilar de Campoo","Palencia","9.8 (16:40)","-7.1 (08:50)","1.4","19 (14:40)","11 (05:50)","0","0","0","0","0"
"Villaeles de Valdavia","Palencia","10.0 (16:10)","-6.3 (08:50)","1.8","23 (15:50)","12 (16:50)","0","0","0","0","0"
"Villadiego","Burgos","12.0 (17:00)","-4.0 (04:40)","4","29 (19:40)","22 (19:00)","0","0","0","0","0"
"Pedrosa del Príncipe","Burgos","11.1 (16:30)","-7.6 (08:30)","1.8","19 (15:50)","11 (16:00)","0","0","0","0","0"
"Ólvega","Soria","11.7 (15:00)","-3.2 (08:10)","4.2","25 (00:10)","17 (01:40)","0","0","0","0","0"
"Palacios de la Sierra","Burgos","8.9 (15:10)","-5.3 (08:40)","1.8","","","0","0","0","0","0"
"Monterrubio de la Demanda","Burgos","10.0 (16:10)","-6.2 (08:10)","1.9","22 (16:40)","15 (16:40)","0","0","0","0","0"
"Villamayor de los Montes","Burgos","10.3 (15:40)","-3.6 (08:30)","3.4","32 (12:30)","23 (12:30)","0","0","0","0","0"
"Burgos Aeropuerto","Burgos","11.3 (15:10)","-7.1 (08:20)","2.1","29 (13:30)","22 (15:50)","0","0","0","0","0"
"Velilla del Río Carrión, Camporredondo de Alba","Palencia","9.7 (14:00)","-1.9 (06:30)","3.9","18 (17:20)","14 (05:50)","0","0","0","0","0"
"Carrión de los Condes","Palencia","9.5 (15:10)","-5.9 (07:00)","1.8","19 (15:40)","10 (16:10)","0","0","0","0","0"
"Autilla del Pino","Palencia","9.2 (16:00)","-4.2 (07:10)","2.5","19 (14:40)","14 (08:20)","0","0","0","0","0"
"Palencia","Palencia","11.0 (16:10)","-6.2 (08:20)","2.4","14 (14:00)","7 (18:50)","0","0","0","0","0"
"Valladolid","Valladolid","9.5 (15:50)","-3.2 (08:10)","3.1","14 (16:10)","7 (16:10)","0","0","0","0","0"
"Muñotello","Ávila","8.3 (15:40)","-3.0 (06:40)","2.7","26 (16:50)","16 (18:20)","0","0","0","0","0"
"Ávila","Ávila","6.4 (14:50)","0.7 (05:20)","3.6","33 (13:20)","19 (14:00)","0","0","0","0","0"
"Arevalo","Ávila","9.5 (15:50)","-3.4 (09:00)","3","27 (17:30)","16 (12:50)","0","0","0","0","0"
"Puerto de Navacerrada","Madrid","0.1 (14:30)","-4.5 (08:30)","-2.2","52 (23:30)","30 (23:50)","0","0","0","0","0"
"Segovia","Segovia","7.9 (14:40)","-0.7 (07:20)","3.6","29 (00:30)","19 (00:30)","0","0","0","0","0"
"San Rafael","Segovia","3.4 (15:40)","0.8 (09:20)","2.1","","","0","0","0","0","0"
"Miguelañez","Segovia","","","","26 (19:40)","20 (19:40)","0","0","0","0","0"
"La Covatilla, estación de esquí","Salamanca","3.4 (14:30)","-6.4 (08:20)","-1.5","16 (01:00)","13 (01:20)","0","0","0","0","0"
"Olmedo, Depósito de Agua","Valladolid","11.0 (16:20)","-3.1 (08:50)","4","27 (20:00)","20 (00:30)","0","0","0","0","0"
"Rueda","Valladolid","9.2 (15:50)","-4.2 (07:30)","2.5","","","0","0","0","0","0"
"Rivilla de Barajas","Ávila","8.6 (13:50)","-0.9 (09:10)","3.9","35 (16:20)","26 (16:30)","0","0","0","0","0"
"Fuente el Sol","Valladolid","11.1 (15:40)","-4.8 (06:40)","3.2","28 (12:00)","21 (12:00)","0","0","0","0","0"
"Morales del Toro","Zamora","11.9 (15:20)","-5.3 (08:40)","3.3","23 (15:40)","14 (16:20)","0","0","0","0","0"
"Fuentesauco","Zamora","9.7 (16:00)","-5.0 (09:00)","2.3","23 (17:10)","15 (17:10)","0","0","0","0","0"
"Coreses","Zamora","10.8 (16:40)","-4.4 (08:00)","3.2","21 (22:00)","17 (04:50)","0","0","0","0","0"
"Santervás de la Vega, Villapún","Palencia","8.4 (15:10)","-4.4 (08:40)","2","18 (15:20)","12 (17:00)","0","0","0","0","0"
"Villalón de Campos","Valladolid","10.5 (17:20)","-4.8 (01:30)","2.8","16 (12:10)","9 (11:30)","0","0","0","0","0"
"Medina de Rioseco","Valladolid","9.3 (14:00)","-5.7 (08:50)","1.8","17 (16:10)","9 (01:40)","0","0","0","0","0"
"Villafáfila","Zamora","10.5 (17:00)","-6.4 (08:30)","2","21 (23:00)","12 (02:10)","0","0","0","0","0"
"Zamora","Zamora","10.2 (16:00)","-4.2 (09:20)","3","11 (13:00)","6 (14:20)","0","0","0","0","0"
"Riaño","León","9.2 (16:50)","-6.9 (08:30)","1.1","13 (17:10)","6 (18:40)","0","0","0","0","0"
"Cubillas de Rueda","León","8.7 (15:30)","-6.5 (07:50)","1.1","20 (12:40)","11 (13:00)","0","0","0","0","0"
